time_bucket,diff_bucket,sample_size,up_win_rate,down_win_rate,up_intercept,up_slope_price,up_slope_time,down_intercept,down_slope_price,down_slope_time
12-15m,"(-120, -100]",4254,0.2555242125058768,0.7444757874941232,0.4284862215014856,0.0030171102317360357,0.0002004510184996631,0.5715137784985145,-0.0030171102317360357,-0.0002004510184996631
12-15m,"(100, 120]",3720,0.7602150537634409,0.2397849462365591,0.22337184311523,0.0019612897639773,0.00041187751031411513,0.7766281568847699,-0.0019612897639773,-0.00041187751031411513
12-15m,"(-140, -120]",3053,0.2813625941696692,0.7186374058303309,-0.2508528494142116,-0.0034591004642047975,0.00010718679810947911,1.2508528494142115,0.0034591004642047975,-0.00010718679810947911
12-15m,"(120, 140]",2631,0.8179399467882934,0.1820600532117066,1.232776001130931,0.006220957587658322,-0.0015646588216470811,-0.232776001130931,-0.006220957587658322,0.0015646588216470811
12-15m,"(-160, -140]",1999,0.31615807903951976,0.6838419209604802,1.2753991323529659,0.005705180808304235,-0.0001397487913721053,-0.27539913235296587,-0.005705180808304235,0.0001397487913721053
12-15m,"(140, 160]",1603,0.8658764815970056,0.1341235184029944,1.5278221675257133,-0.0009174832067924454,-0.000677881907635945,-0.5278221675257133,0.0009174832067924454,0.000677881907635945
12-15m,"(-180, -160]",1397,0.25196850393700787,0.7480314960629921,0.6036776607504852,0.0004722974200257004,-0.00034849623514735363,0.39632233924951477,-0.0004722974200257004,0.00034849623514735363
12-15m,"(160, 180]",1001,0.8501498501498501,0.14985014985014988,1.317454753912446,-0.0008332462840641039,-0.000424400420941608,-0.31745475391244593,0.0008332462840641039,0.000424400420941608
12-15m,"(-200, -180]",915,0.18797814207650274,0.8120218579234972,1.4020093468347048,0.000766132881635977,-0.001383842265006248,-0.4020093468347048,-0.000766132881635977,0.001383842265006248
12-15m,"(-220, -200]",742,0.18194070080862534,0.8180592991913747,0.6192173772374978,-0.003676863247250297,-0.001574469413059624,0.3807826227625022,0.003676863247250297,0.001574469413059624
12-15m,"(180, 200]",702,0.7606837606837606,0.23931623931623935,1.084409371346696,-1.580500915085312e-05,-0.0004172013211127933,-0.08440937134669602,1.580500915085312e-05,0.0004172013211127933
12-15m,"(200, 220]",576,0.8350694444444444,0.16493055555555558,2.191993322150488,0.00792056975021608,-0.0038826894702689452,-1.1919933221504881,-0.00792056975021608,0.0038826894702689452
12-15m,"(-240, -220]",526,0.09695817490494296,0.903041825095057,0.8380020445571115,7.82208091150633e-06,-0.0009661868359628774,0.16199795544288853,-7.82208091150633e-06,0.0009661868359628774
3-6m,"(40, 60]",18308,0.7916211492243828,0.20837885077561724,0.7134470391542919,0.004249622531922917,-0.00048765147430561385,0.28655296084570814,-0.004249622531922917,0.00048765147430561385
3-6m,"(-40, -20]",18110,0.2987852015461071,0.7012147984538929,0.341976795037112,0.008040336299711926,0.0007285111535624599,0.658023204962888,-0.008040336299711926,-0.0007285111535624599
3-6m,"(-20, 0]",18038,0.4579776028384522,0.5420223971615479,0.42737436013683633,0.00943546765749562,0.0004513071615898489,0.5726256398631637,-0.00943546765749562,-0.0004513071615898489
3-6m,"(20, 40]",17675,0.7025176803394625,0.2974823196605375,0.6471768469066658,0.006532697777676585,-0.0005232448961088217,0.35282315309333423,-0.006532697777676585,0.0005232448961088217
3-6m,"(0, 20]",17552,0.5945761166818596,0.4054238833181404,0.6154596208452986,0.0053020083505398476,-0.0002759945554960284,0.3845403791547014,-0.0053020083505398476,0.0002759945554960284
3-6m,"(-60, -40]",16633,0.21457343834545783,0.7854265616545422,0.09600837707864074,2.6365365329007046e-05,0.00044081593542506396,0.9039916229213593,-2.6365365329007046e-05,-0.00044081593542506396
3-6m,"(60, 80]",14958,0.8219681775638454,0.17803182243615456,1.008188566084945,0.0006067286874409972,-0.000850595942238983,-0.008188566084945004,-0.0006067286874409972,0.000850595942238983
3-6m,"(-80, -60]",13748,0.16366016875181844,0.8363398312481816,0.17300757501165656,0.0024753106479487672,0.0005979297078838959,0.8269924249883435,-0.0024753106479487672,-0.0005979297078838959
3-6m,"(-100, -80]",11877,0.12031657826050349,0.8796834217394965,0.31277681662219503,0.0036821064567705156,0.0005112885964329073,0.687223183377805,-0.0036821064567705156,-0.0005112885964329073
3-6m,"(80, 100]",11733,0.8924401261399472,0.10755987386005283,0.7081303530269721,0.0021557246901736794,-3.433476737221006e-05,0.29186964697302786,-0.0021557246901736794,3.433476737221006e-05
3-6m,"(100, 120]",9741,0.9287547479724875,0.07124525202751253,0.7338661420262321,0.0016120353100280529,6.72253308501348e-05,0.2661338579737679,-0.0016120353100280529,-6.72253308501348e-05
